date,adj_close
2025-09-17,44.977
2025-09-18,45.1393
2025-09-19,45.004
2025-09-22,45.1348
2025-09-23,45.0807
2025-09-24,44.8445
2025-09-25,44.5447
2025-09-26,44.8826
2025-09-29,45.0489
2025-09-30,45.2442
2025-10-01,45.4577
2025-10-02,45.4577
2025-10-03,45.7393
2025-10-06,45.7411
2025-10-07,45.5085
2025-10-08,45.583
2025-10-09,45.3441
2025-10-10,44.7491
2025-10-13,45.0761
2025-10-14,45.1179
2025-10-15,45.2505
2025-10-16,45.385
2025-10-17,45.5394
2025-10-20,45.7547
2025-10-21,45.5958
2025-10-22,45.5555
2025-10-23,45.8714
2025-10-24,45.9447
2025-10-27,46.1278
2025-10-28,46.0271
2025-10-29,45.8897
2025-10-30,45.7285
2025-10-31,47.5656
2025-11-03,45.7111
2025-11-04,45.3604
2025-11-05,45.5967
2025-11-06,45.4327
2025-11-07,45.5564
2025-11-10,45.9309
2025-11-11,46.2102
2025-11-12,46.354
2025-11-13,45.9703
2025-11-14,45.9721
2025-11-17,45.5509
2025-11-18,45.0564
2025-11-19,45.0655
2025-11-20,44.4153
2025-11-21,45.0564
2025-11-24,45.1571
2025-11-25,45.6608
2025-11-26,46.0698
2025-11-28,46.2923
2025-12-01,46.1307
2025-12-02,46.1815
2025-12-03,46.3431
2025-12-04,46.3874
2025-12-05,46.4816
2025-12-08,46.3052
2025-12-09,46.2627
2025-12-10,46.6653
2025-12-11,46.8389
2025-12-12,46.7511
2025-12-15,46.8647
2025-12-16,46.6994
2025-12-17,46.5785
2025-12-18,46.7816
2025-12-19,47.018
2025-12-22,47.1694
2025-12-23,47.391
2025-12-24,47.4852
2025-12-26,47.4806
2025-12-29,47.4152
2025-12-30,47.4386
2025-12-31,47.3732
2026-01-02,47.7466
2026-01-05,48.1667
2026-01-06,48.2133
2026-01-07,48.0827
2026-01-08,48.092
2026-01-09,48.4374
2026-01-12,48.5587
2026-01-13,48.316
2026-01-14,48.4747
2026-01-15,48.5354
2026-01-16,48.5867
2026-01-20,48.12
2026-01-21,48.49
2026-01-22,48.6694
2026-01-23,48.8204
2026-01-26,48.9054
2026-01-27,49.349
2026-01-28,49.0658
2026-01-29,49.2452
2026-01-30,48.9809
2026-02-02,49.2452
2026-02-03,49.3018
2026-02-04,49.3868
2026-02-05,48.8676
2026-02-06,49.6048
2026-02-09,50.0758
2026-02-10,50.1985
2026-02-11,50.359
2026-02-12,50.123
2026-02-13,50.1797
2026-02-17,50.3307
2026-02-18,50.4449
2026-02-19,50.1308
2026-02-20,50.3592
2026-02-23,50.3307
2026-02-24,50.3592
2026-02-25,50.7209
2026-02-26,50.6067
2026-02-27,50.6162
2026-03-02,49.7311
2026-03-03,48.2463
2026-03-04,48.8459
2026-03-05,47.856
2026-03-06,47.3801
2026-03-09,47.7133
2026-03-10,47.9227
2026-03-11,47.7133
2026-03-12,46.9899
2026-03-13,46.3998
2026-03-16,47.2469
2026-03-17,47.4848
2026-03-18,46.6998
2026-03-19,46.5558
2026-03-20,45.2026
2026-03-23,46.2775
2026-03-24,45.9992
2026-03-25,46.6902
2026-03-26,45.7401
2026-03-27,45.3082
2026-03-30,45.3562
2026-03-31,46.7958
2026-04-01,47.5347
2026-04-02,47.218
2026-04-06,47.4292
2026-04-07,47.362
2026-04-08,48.84
2026-04-09,48.7728
2026-04-10,48.7872
2026-04-13,49.0799
2026-04-14,49.2526
2026-04-15,49.2622
2026-04-16,49.1183
2026-04-17,49.5789
2026-04-20,49.531
2026-04-21,48.8112
2026-04-22,48.9641
2026-04-23,48.6931
2026-04-24,48.7802
2026-04-27,48.7899
2026-04-28,48.7318
2026-04-29,48.3127
2026-04-30,49.2061
2026-05-01,49.0899
2026-05-04,48.6253
2026-05-05,49.0609
2026-05-06,50.0481
2026-05-07,49.4577
2026-05-08,49.9126
2026-05-11,49.8932
2026-05-12,49.5884
2026-05-13,49.9223
2026-05-14,49.7093
2026-05-15,49.0996
2026-05-18,49.419
2026-05-19,49.1964
2026-05-20,49.8152
2026-05-21,50.0592
2026-05-22,50.0006
2026-05-26,50.3324
2026-05-27,50.3324
2026-05-28,50.3422
2026-05-29,50.4105
2026-06-01,50.1958
2026-06-02,50.4008
2026-06-03,50.1372
2026-06-04,50.4203
2026-06-05,49.3467
2026-06-08,49.62
2026-06-09,49.659
2026-06-10,49.0344
2026-06-11,50.2007
2026-06-12,50.4154
2026-06-15,50.7912
2026-06-16,50.8827
2026-06-17,50.6564
2026-06-18,50.9122
2026-06-22,50.8728
2026-06-23,50.0759
2026-06-24,50.0366
2026-06-25,50.3681
2026-06-26,50.2038
2026-06-29,50.5236
2026-06-30,50.6957
2026-07-01,50.5039
2026-07-02,50.9378
2026-07-06,51.3942
2026-07-07,50.9712
2026-07-08,50.5678
2026-07-09,50.7646
2026-07-10,50.981
2026-07-13,50.558
2026-07-14,50.8531
2026-07-15,51.1483
2026-07-16,50.863
2026-07-17,50.5875
2026-07-20,50.3416
2026-07-21,50.981
2026-07-22,51.0058
2026-07-23,50.4305
2026-07-24,50.6785
2026-07-27,50.9681
2026-07-28,50.984
2026-07-29,50.6487
2026-07-30,51.73
2026-07-31,51.5613
2026-08-03,51.7696
2026-08-04,52.2557
2026-08-05,52.3509
2026-08-06,52.3241
2026-08-07,52.6763
2026-08-10,52.5483
2026-08-11,52.6227
2026-08-12,52.7814
2026-08-13,52.8509
2026-08-14,52.8608
2026-08-17,52.8261
2026-08-18,52.464
2026-08-19,52.54
2026-08-20,52.51
2026-08-21,52.836
