date,close,adj_close,volume
2025-12-02,25.51,22.172609,87400
2025-12-03,25.5,22.163916,123600
2025-12-04,26.09,22.676725,85100
2025-12-05,26.219999,22.789722,22000
2025-12-08,26.200001,22.772335,21000
2025-12-09,26.299999,22.859255,10600
2025-12-10,26.58,23.102623,66200
2025-12-11,26.700001,23.206928,9800
2025-12-12,26.639999,23.154772,23400
2025-12-15,26.57,23.277426,35700
2025-12-16,26.48,23.198578,21500
2025-12-17,26.17,22.926996,57400
2025-12-18,26.440001,23.163532,11200
2025-12-19,26.66,23.356272,18800
2025-12-22,26.65,23.347507,22500
2025-12-23,26.709999,23.400078,6000
2025-12-24,26.77,23.452644,7100
2025-12-29,26.855,23.527103,30600
2025-12-30,26.790001,23.470165,12600
2025-12-31,26.450001,23.355373,23900
2026-01-02,26.700001,23.576126,40900
2026-01-05,27.07,23.90283,50600
2026-01-06,26.74,23.611441,20000
2026-01-07,26.67,23.549631,11300
2026-01-08,26.82,23.682079,8900
2026-01-09,26.860001,23.717403,15100
2026-01-12,26.85,23.708572,16700
2026-01-13,26.83,23.690912,21400
2026-01-14,26.799999,23.664421,17700
2026-01-15,26.719999,23.780119,16000
2026-01-16,26.82,23.869114,16700
2026-01-19,26.700001,23.762321,14000
2026-01-20,26.290001,23.39743,24400
2026-01-21,26.49,23.575426,16200
2026-01-22,26.700001,23.762321,14600
2026-01-23,26.58,23.655525,46800
2026-01-26,26.41,23.504225,32900
2026-01-27,26.41,23.504225,19800
2026-01-28,26.120001,23.246134,69400
2026-01-29,26.459999,23.548725,17000
2026-01-30,25.85,23.189892,122700
2026-02-02,26.389999,23.67432,104900
2026-02-03,26.530001,23.799913,26900
2026-02-04,26.6,23.862711,18900
2026-02-05,26.6,23.862711,56800
2026-02-06,26.889999,24.122868,27400
2026-02-09,27.23,24.427881,24200
2026-02-10,27.35,24.535528,11700
2026-02-11,27.110001,24.320229,15100
2026-02-12,26.709999,23.961386,91500
2026-02-13,26.530001,23.988518,28000
2026-02-17,26.639999,24.087975,20700
2026-02-18,26.91,24.332113,13400
2026-02-19,27.02,24.431578,20600
2026-02-20,27.33,24.711878,16900
2026-02-23,27.120001,24.521999,85600
2026-02-24,26.99,24.404453,33200
2026-02-25,27.73,25.073561,98800
2026-02-26,27.969999,25.290569,14600
2026-02-27,27.209999,24.789492,40000
2026-03-02,27.450001,25.008144,25500
2026-03-03,27.059999,24.652838,41400
2026-03-04,27.27,24.84416,54500
2026-03-05,26.93,24.534405,33500
2026-03-06,26.360001,24.015108,70100
2026-03-09,26.059999,23.741795,60700
2026-03-10,26.360001,24.015108,33200
2026-03-11,26.27,23.933115,55700
2026-03-12,25.77,23.477592,52600
2026-03-13,25.299999,23.238773,24900
2026-03-16,25.84,23.734781,26600
2026-03-17,25.950001,23.835819,17500
2026-03-18,25.66,23.569447,41000
2026-03-19,25.35,23.284702,22700
2026-03-20,24.879999,22.852991,58800
2026-03-23,25.52,23.440851,25700
2026-03-24,25.620001,23.532709,31000
2026-03-25,25.93,23.817446,8000
2026-03-26,25.360001,23.293886,50900
2026-03-27,25.059999,23.018332,72800
2026-03-30,24.940001,22.908106,18600
2026-03-31,25.52,23.639904,29800
2026-04-01,25.790001,23.890015,49100
2026-04-02,25.85,23.945591,26500
