date,close,adj_close,volume
2022-08-23,39.360001,21.792101,8700
2022-08-24,39.118999,21.658676,900
2022-08-25,39.610001,21.930515,7500
2022-08-26,39.859001,22.06839,14600
2022-08-29,39.576,21.911701,15400
2022-08-30,39.731998,21.998074,1400
2022-08-31,39.344002,21.783258,1900
2022-09-01,38.766998,21.463791,6100
2022-09-02,38.419998,21.581184,35300
2022-09-06,37.514999,21.072834,27500
2022-09-07,38.104,21.403688,5900
2022-09-08,37.759998,21.210451,90700
2022-09-09,37.830002,21.249769,165500
2022-09-12,37.483002,21.054857,27200
2022-09-13,37.549999,21.092497,20800
2022-09-14,37.703999,21.178997,5500
2022-09-15,37.650002,21.148666,8100
2022-09-16,37.470001,21.047556,29800
2022-09-19,37.52,21.07564,14900
2022-09-20,37.238998,20.917799,25700
2022-09-21,37.709999,21.182365,32400
2022-09-22,37.0,20.783543,40400
2022-09-23,37.083,20.830172,16000
2022-09-26,36.549999,20.530771,30400
2022-09-27,35.689999,20.047697,16600
2022-09-28,36.720001,20.626259,10000
2022-09-29,36.66,20.592558,6300
2022-09-30,36.220001,20.345411,4600
2022-10-03,36.68,20.603796,37400
2022-10-04,36.112,20.647251,14400
2022-10-05,35.740002,20.434555,7400
2022-10-06,35.562,20.332788,8500
2022-10-07,35.244999,20.151539,7600
2022-10-10,34.709999,19.845646,5100
2022-10-11,34.880001,19.942852,3000
2022-10-12,35.040001,20.03433,3100
2022-10-13,34.709999,19.845646,8100
2022-10-14,34.439999,19.691275,6200
2022-10-17,34.240002,19.576925,19100
2022-10-18,34.308998,19.616381,13100
2022-10-19,33.720001,19.279615,13500
2022-10-20,33.130001,18.942274,15200
2022-10-21,32.68,18.684984,76900
2022-10-24,32.549999,18.610653,34700
2022-10-25,33.259998,19.016605,26700
2022-10-26,33.599998,19.211,31900
2022-10-27,33.805,19.328209,9400
2022-10-28,33.700001,19.268181,24900
2022-10-31,33.521,19.165831,8300
2022-11-01,33.811001,19.331642,10700
2022-11-02,33.195999,19.335136,21900
2022-11-03,33.150002,19.30835,13400
2022-11-04,32.790001,19.09866,12200
2022-11-07,32.52,18.941397,22400
2022-11-08,32.790001,19.09866,11200
2022-11-09,32.91,19.168554,14600
2022-11-10,33.82,19.698591,38100
2022-11-11,33.860001,19.721882,14900
2022-11-14,33.82,19.698591,17100
2022-11-15,34.029999,19.820908,25300
2022-11-16,34.150002,19.890797,23300
2022-11-17,34.16,19.89662,11600
2022-11-18,34.049999,19.83255,18300
2022-11-21,34.119999,19.87332,13100
2022-11-22,34.48,20.083008,13900
2022-11-23,34.759998,20.246092,18000
2022-11-25,34.790001,20.263569,14400
2022-11-28,34.889999,20.321815,38400
2022-11-29,34.66,20.187847,46400
2022-11-30,34.82,20.281034,27400
2022-12-01,35.310001,20.566444,35300
2022-12-02,34.970001,20.653261,50200
2022-12-05,34.84,20.576487,52800
2022-12-06,34.939999,20.635542,15400
2022-12-07,35.029999,20.6887,42600
2022-12-08,35.029999,20.6887,23400
2022-12-09,34.959999,20.647352,15800
2022-12-12,35.009998,20.676882,72300
2022-12-13,35.110001,20.735939,43700
2022-12-14,35.099998,20.730034,15000
2022-12-15,35.16,20.765469,26600
2022-12-16,34.93,20.629635,43200
2022-12-19,34.540001,20.3993,34100
2022-12-20,34.029999,20.098093,42000
2022-12-21,34.09,20.133532,21000
2022-12-22,34.080002,20.127636,50400
2022-12-23,33.18,19.897942,25400
2022-12-27,32.540001,19.514135,34800
2022-12-28,32.380001,19.41819,58700
2022-12-29,32.759998,19.646069,17300
2022-12-30,32.43,19.448172,20200
2023-01-03,32.995998,19.787601,13400
2023-01-04,33.470001,20.071859,38400
2023-01-05,33.563,20.127628,20100
2023-01-06,34.169998,20.491644,22700
2023-01-09,34.34,20.593596,41600
2023-01-10,33.813999,20.278145,26400
2023-01-11,34.349998,20.59959,26800
2023-01-12,34.987999,20.982193,108400
2023-01-13,34.785999,20.861053,147000
2023-01-17,34.560001,20.725529,86600
2023-01-18,35.279999,21.157309,64900
2023-01-19,35.200001,21.109337,46800
2023-01-20,34.77,20.851463,63400
2023-01-23,34.669998,20.791492,69000
2023-01-24,35.060001,21.025379,41600
2023-01-25,35.099998,21.049356,19400
2023-01-26,35.049999,21.019379,41300
2023-01-27,35.009998,20.995388,26500
2023-01-30,34.919998,20.941412,61500
2023-01-31,35.080002,21.037367,38800
2023-02-01,35.450001,21.25926,57300
2023-02-02,35.07,21.310301,115100
2023-02-03,34.709999,21.091549,68100
2023-02-06,34.509998,20.970015,77200
2023-02-07,34.240002,20.805952,59900
2023-02-08,34.389999,20.897102,38900
2023-02-09,34.080002,20.708727,76800
2023-02-10,33.700001,20.477818,104700
2023-02-13,33.959999,20.635809,86800
2023-02-14,33.91,20.605427,102200
2023-02-15,33.599998,20.417057,72700
2023-02-16,33.119999,20.12538,88900
2023-02-17,33.310001,20.240831,96800
2023-02-21,32.779999,19.918777,113000
2023-02-22,33.02,20.064608,94500
2023-02-23,33.27,20.216526,98400
2023-02-24,32.970001,20.034235,57400
2023-02-27,33.040001,20.076765,96900
2023-02-28,33.16,20.149687,66200
2023-03-01,32.91,19.997776,88200
2023-03-02,32.310001,19.819275,92100
2023-03-03,32.970001,20.224117,70000
2023-03-06,32.82,20.132103,34800
2023-03-07,32.965,20.221056,35900
2023-03-08,33.040001,20.267059,59100
2023-03-09,33.099998,20.303867,63200
2023-03-10,33.73,20.690313,127500
2023-03-13,33.75,20.702585,97100
2023-03-14,33.630001,20.628971,58900
2023-03-15,34.0,20.855928,44400
2023-03-16,34.049999,20.886606,73600
2023-03-17,34.23,20.997017,229100
2023-03-20,34.139999,20.941809,109100
2023-03-21,34.040001,20.880468,113000
2023-03-22,34.34,21.064493,80400
2023-03-23,34.380001,21.089029,79500
2023-03-24,34.450001,21.131966,90500
2023-03-27,34.040001,20.880468,50400
2023-03-28,34.099998,20.917274,240900
2023-03-29,34.07,20.89888,66400
2023-03-30,34.200001,20.978615,56200
2023-03-31,34.560001,21.199446,79900
2023-04-03,34.700001,21.285324,69800
2023-04-04,34.169998,21.359077,58100
2023-04-05,34.419998,21.51535,282100
2023-04-06,34.459999,21.540358,333800
2023-04-10,34.279999,21.427837,181000
2023-04-11,34.349998,21.471594,53700
2023-04-12,34.349998,21.471594,85500
2023-04-13,34.209999,21.384085,58800
2023-04-14,33.950001,21.221569,139700
2023-04-17,33.59,20.996534,116400
2023-04-18,33.73,21.084044,60000
2023-04-19,33.689999,21.059032,126200
2023-04-20,33.959999,21.227816,45800
2023-04-21,33.860001,21.165302,83600
2023-04-24,34.044998,21.280945,72500
2023-04-25,34.290001,21.434092,99800
2023-04-26,34.110001,21.321573,124300
2023-04-27,33.970001,21.234068,132900
2023-04-28,34.259998,21.415339,133800
2023-05-01,33.700001,21.065294,277800
2023-05-02,33.611,21.346003,161600
2023-05-03,33.75,21.434278,106600
2023-05-04,33.610001,21.345369,117400
2023-05-05,33.630001,21.358067,250700
2023-05-08,33.360001,21.18659,204600
2023-05-09,33.259998,21.123087,180200
2023-05-10,33.529999,21.294558,165900
2023-05-11,33.82,21.478731,246500
2023-05-12,33.68,21.389824,184500
2023-05-15,33.389999,21.205648,256000
2023-05-16,33.27,21.129435,255800
2023-05-17,33.200001,21.084982,199400
2023-05-18,32.970001,20.938906,284400
2023-05-19,32.790001,20.824596,602500
2023-05-22,32.720001,20.780136,945400
2023-05-23,32.77,20.811893,281600
2023-05-24,32.66,20.742035,240200
2023-05-25,32.560001,20.678524,409000
2023-05-26,32.830002,20.85,306800
2023-05-30,33.119999,21.034172,632300
2023-05-31,33.400002,21.212004,500900
2023-06-01,33.52,21.288206,571700
2023-06-02,32.919998,21.128401,418200
2023-06-05,32.880001,21.102724,197300
2023-06-06,33.049999,21.211836,183700
2023-06-07,32.630001,20.94227,397000
2023-06-08,32.959999,21.15407,206200
2023-06-09,32.939999,21.141233,263800
2023-06-12,33.040001,21.205416,258400
2023-06-13,32.759998,21.025702,682700
2023-06-14,33.0,21.179735,228600
2023-06-15,33.32,21.385128,350100
2023-06-16,33.259998,21.346609,210900
2023-06-20,33.400002,21.436472,287800
2023-06-21,33.470001,21.481392,339500
2023-06-22,33.25,21.340199,237900
2023-06-23,33.450001,21.468561,571500
2023-06-26,33.5,21.50065,288900
2023-06-27,33.490002,21.49423,274500
2023-06-28,33.59,21.558409,231400
2023-06-29,33.209999,21.314522,584400
2023-06-30,33.5,21.50065,330200
2023-07-03,33.41,21.442883,403200
2023-07-05,32.599998,21.265455,1377000
2023-07-06,32.200001,21.004532,859700
2023-07-07,32.029999,20.893639,865500
2023-07-10,32.080002,20.92625,384400
2023-07-11,32.23,21.024096,480700
2023-07-12,32.59,21.25893,639600
2023-07-13,32.91,21.467672,549300
2023-07-14,32.759998,21.369822,500100
2023-07-17,32.759998,21.369822,613900
2023-07-18,32.93,21.480721,726400
2023-07-19,33.25,21.689459,1340100
2023-07-20,32.91,21.467672,1131000
2023-07-21,32.93,21.480721,632300
2023-07-24,32.84,21.422014,949800
2023-07-25,32.790001,21.389395,1207200
2023-07-26,32.82,21.408958,982300
2023-07-27,32.240002,21.030624,2451200
2023-07-28,32.389999,21.128469,1342400
2023-07-31,32.48,21.187183,1276300
2023-08-01,31.959999,20.847973,1806000
2023-08-02,31.389999,20.603153,1668800
2023-08-03,30.67,20.130569,1638500
2023-08-04,31.18,20.465313,1703100
2023-08-07,30.9,20.281534,557700
2023-08-08,31.24,20.504698,607900
2023-08-09,31.43,20.62941,509600
2023-08-10,30.940001,20.307787,510100
2023-08-11,30.85,20.248714,369000
2023-08-14,30.799999,20.2159,493100
2023-08-15,30.6,20.084627,579100
2023-08-16,30.389999,19.946787,1112800
2023-08-17,30.23,19.841774,1829700
2023-08-18,30.309999,19.894283,515300
2023-08-21,29.99,19.684242,780500
2023-08-22,30.16,19.795828,277300
2023-08-23,30.690001,20.1437,284800
2023-08-24,30.59,20.078064,354100
2023-08-25,30.68,20.137138,284700
2023-08-28,30.73,20.169952,275900
2023-08-29,30.950001,20.314352,468400
2023-08-30,30.950001,20.314352,304200
2023-08-31,31.040001,20.373428,371100
2023-09-01,30.82,20.229023,595500
2023-09-05,30.18,20.024662,437600
2023-09-06,30.27,20.084381,471800
2023-09-07,30.34,20.130825,291800
2023-09-08,30.459999,20.210447,328000
2023-09-11,30.295,20.100969,462600
2023-09-12,30.450001,20.20381,316500
2023-09-13,30.469999,20.217081,300600
2023-09-14,30.27,20.084381,377100
2023-09-15,30.129999,19.991489,368900
2023-09-18,30.25,20.071106,248900
2023-09-19,30.08,19.958319,357500
2023-09-20,30.129999,19.991489,268700
2023-09-21,29.49,19.566845,707400
2023-09-22,29.709999,19.712812,392000
2023-09-25,29.030001,19.261635,716900
2023-09-26,28.905001,19.178686,481800
2023-09-27,28.780001,19.095755,454000
2023-09-28,28.860001,19.14884,509100
2023-09-29,28.889999,19.168739,465900
2023-10-02,28.42,18.856892,655400
2023-10-03,27.49,18.426561,955800
2023-10-04,27.91,18.708084,539600
2023-10-05,27.77,18.614243,299100
2023-10-06,27.43,18.386341,606700
2023-10-09,28.045,18.798574,260900
2023-10-10,28.049999,18.801926,495200
2023-10-11,28.6,19.170588,428400
2023-10-12,27.860001,18.674572,507500
2023-10-13,28.34,18.996313,291900
2023-10-16,27.9,18.701376,556900
2023-10-17,27.58,18.486885,882800
2023-10-18,27.334999,18.322659,700600
2023-10-19,26.795,17.960697,639800
2023-10-20,26.91,18.037786,390100
2023-10-23,27.139999,18.191957,663000
2023-10-24,27.42,18.379639,363500
2023-10-25,26.98,18.084705,548100
2023-10-26,27.290001,18.292501,423400
2023-10-27,27.219999,18.245575,668000
2023-10-30,27.200001,18.23217,566500
2023-10-31,27.145,18.195301,359300
2023-11-01,27.559999,18.473482,696800
2023-11-02,27.459999,18.67753,1325500
2023-11-03,27.559999,18.745552,677700
2023-11-06,27.540001,18.731945,542000
2023-11-07,27.655001,18.810171,541400
2023-11-08,27.75,18.874784,573600
2023-11-09,27.65,18.806761,748500
2023-11-10,27.73,18.861181,345600
2023-11-13,27.735001,18.86458,358500
