date,close,adj_close,volume
2026-02-03,49.57,44.284512,48300
2026-02-04,48.599998,44.039841,33300
2026-02-05,47.84,43.351147,13200
2026-02-06,49.09,44.483864,37800
2026-02-09,49.330002,44.701347,32100
2026-02-10,49.139999,44.529171,33200
2026-02-11,49.169998,44.556355,42100
2026-02-12,48.169998,43.650188,38200
2026-02-13,48.189999,43.668316,15500
2026-02-17,48.299999,43.767986,23300
2026-02-18,48.700001,44.130459,20500
2026-02-19,48.549999,43.994534,37000
2026-02-20,48.91,44.320755,29300
2026-02-23,48.23,43.704559,29100
2026-02-24,48.779999,44.202953,26900
2026-02-25,49.310001,44.683224,80200
2026-02-26,48.939999,44.347939,34100
2026-02-27,48.689999,44.121395,42700
2026-03-02,48.77,44.19389,30500
2026-03-03,48.290001,43.758926,80000
2026-03-04,47.98,44.100853,35900
2026-03-05,47.630001,43.779148,50600
2026-03-06,46.790001,43.007069,43400
2026-03-09,47.259998,43.439064,23900
2026-03-10,47.169998,43.356339,25000
2026-03-11,47.189999,43.374725,30800
2026-03-12,46.259998,42.519913,25900
2026-03-13,45.860001,42.152256,33900
2026-03-16,46.549999,42.786469,18300
2026-03-17,46.740002,42.961105,13700
2026-03-18,45.98,42.262547,20900
2026-03-19,45.68,41.986805,18800
2026-03-20,44.799999,41.177948,35300
2026-03-23,45.43,41.757023,20000
2026-03-24,45.110001,41.462894,10100
2026-03-25,45.5,41.821362,48000
2026-03-26,44.369999,40.782722,23600
2026-03-27,43.27,39.771652,21600
2026-03-30,42.990002,39.514294,17500
2026-03-31,44.849998,41.223911,18400
2026-04-01,45.279999,41.619148,23900
2026-04-02,45.189999,41.536423,28200
2026-04-06,45.540001,41.858128,67000
2026-04-07,45.560001,41.876511,37700
2026-04-08,46.200001,43.067867,51800
2026-04-09,46.599998,43.44075,17700
2026-04-10,46.48,43.328884,42400
2026-04-13,46.970001,43.785667,30400
2026-04-14,47.52,44.298378,32700
2026-04-15,47.830002,44.587364,32200
2026-04-16,47.950001,44.699226,39900
2026-04-17,48.43,45.146679,31000
2026-04-20,48.330002,45.053463,27000
2026-04-21,48.02,44.764481,82800
2026-04-22,48.380001,45.100079,21500
2026-04-23,48.330002,45.053463,34900
2026-04-24,48.650002,45.351772,46300
2026-04-27,48.720001,45.417023,48800
2026-04-28,48.580002,45.286518,28700
2026-04-29,48.639999,45.342449,22900
2026-04-30,48.959999,45.640755,33700
2026-05-01,49.169998,45.836517,73900
2026-05-04,48.919998,45.603462,144100
2026-05-05,49.32,45.976341,91600
2026-05-06,49.240002,46.546364,95600
2026-05-07,49.049999,46.366753,97500
2026-05-08,49.43,46.725967,43900
2026-05-11,49.68,46.962288,57600
2026-05-12,49.560001,46.848858,53200
2026-05-13,49.82,47.094631,20100
2026-05-14,50.259998,47.510563,30000
2026-05-15,49.650002,46.933933,58100
2026-05-18,49.669998,46.952839,71000
2026-05-19,49.360001,46.659798,28800
2026-05-20,49.880001,47.151352,30000
2026-05-21,49.849998,47.12299,35500
2026-05-22,50.209999,47.463295,71200
2026-05-26,50.580002,47.813057,80500
2026-05-27,50.560001,47.794151,53200
2026-05-28,50.860001,48.077744,49000
2026-05-29,50.880001,48.096645,92100
2026-06-01,51.040001,48.247894,131200
2026-06-02,51.150002,48.351879,97900
2026-06-03,49.990002,47.923355,79700
2026-06-04,50.220001,48.143845,37500
2026-06-05,48.650002,46.638756,65000
2026-06-08,48.740002,46.725033,37500
2026-06-09,48.549999,46.542885,59300
2026-06-10,47.68,45.708851,51600
2026-06-11,48.66,46.648338,97900
2026-06-12,48.98,46.955109,35100
2026-06-15,49.98,47.913769,95600
2026-06-16,49.77,47.712452,24500
2026-06-17,48.959999,46.935936,90300
2026-06-18,49.709999,47.65493,40200
2026-06-22,49.419998,47.376915,124000
2026-06-23,48.57,46.562057,62300
2026-06-24,48.41,46.408672,58400
2026-06-25,48.349998,46.351151,55900
2026-06-26,48.310001,46.312805,55700
2026-06-29,49.200001,47.166016,82100
2026-06-30,49.73,47.674103,67700
2026-07-01,49.630001,47.578236,67300
2026-07-02,49.68,47.626171,61200
2026-07-06,50.110001,48.038391,110400
2026-07-07,49.810001,47.750797,86200
2026-07-08,48.950001,47.595226,67300
2026-07-09,49.360001,47.993877,73700
2026-07-10,49.66,48.285572,60700
2026-07-13,49.360001,47.993877,41000
2026-07-14,49.369999,48.003601,34700
2026-07-15,49.650002,48.275852,29000
2026-07-16,49.360001,47.993877,58500
2026-07-17,48.84,47.48827,44000
2026-07-20,48.66,47.313251,37600
2026-07-21,49.279999,47.916088,20500
2026-07-22,49.27,47.906368,31700
2026-07-23,48.400002,47.060448,71900
2026-07-24,48.41,47.070171,36900
2026-07-27,48.5,47.157677,33700
2026-07-28,48.66,47.313251,52700
2026-07-29,47.59,46.272865,51900
2026-07-30,48.740002,47.391037,285700
