date,close,adj_close,volume
2026-05-11,16.139999,15.557765,11200
2026-05-12,16.120001,15.538488,12200
2026-05-13,16.129999,15.548126,400
2026-05-14,16.200001,15.615602,2400
2026-05-15,16.0,15.422815,8600
2026-05-19,15.96,15.384259,8900
2026-05-20,16.15,15.567405,1400
2026-05-21,16.190001,15.605962,1900
2026-05-22,16.25,15.663796,3800
2026-05-25,16.450001,15.856582,19900
2026-05-26,16.35,15.76019,4800
2026-05-27,16.299999,15.711994,8100
2026-05-28,16.290001,15.702356,8100
2026-05-29,16.129999,15.689709,400
2026-06-01,16.120001,15.679984,2500
2026-06-02,16.24,15.796707,34000
2026-06-03,16.24,15.796707,800
2026-06-04,16.35,15.903704,100
2026-06-05,15.98,15.543804,16200
2026-06-08,16.059999,15.621619,2800
2026-06-09,16.0,15.563258,7100
2026-06-10,15.9,15.465988,800
2026-06-11,16.110001,15.670256,2100
2026-06-12,16.15,15.709163,17000
2026-06-15,16.43,15.981521,4100
2026-06-16,16.440001,15.991248,4500
2026-06-17,16.49,16.039885,3500
2026-06-18,16.389999,15.942612,18700
2026-06-19,16.440001,15.991248,11200
2026-06-22,16.379999,15.932886,6300
2026-06-23,16.27,15.825889,1900
2026-06-24,16.09,15.650802,13900
2026-06-25,16.24,15.796707,12800
2026-06-26,16.25,15.806435,2600
2026-06-29,16.190001,15.748071,400
2026-06-30,16.200001,15.903178,5200
2026-07-02,16.040001,15.74611,1100
2026-07-03,16.200001,15.903178,9500
2026-07-06,16.16,15.86391,47400
2026-07-07,16.139999,15.844275,1700
2026-07-08,16.049999,15.755924,6400
2026-07-09,16.16,15.86391,2400
2026-07-10,16.23,15.932627,8200
2026-07-13,16.190001,15.89336,3500
2026-07-14,16.24,15.942444,800
2026-07-15,16.24,15.942444,4200
2026-07-16,16.16,15.86391,8700
2026-07-17,16.08,15.785376,7200
2026-07-20,16.02,15.726475,13100
2026-07-21,16.18,15.883543,3600
2026-07-22,16.299999,16.001345,9500
2026-07-23,16.120001,15.824644,1300
2026-07-24,16.190001,15.89336,600
2026-07-27,16.139999,15.844275,7900
2026-07-28,16.1,15.80501,7700
2026-07-29,15.88,15.58904,27000
2026-07-30,16.07,15.775558,2800
2026-07-31,15.91,15.764659,3200
2026-08-04,16.17,16.022284,12600
2026-08-05,16.200001,16.052011,4200
2026-08-06,16.190001,16.042101,900
2026-08-07,16.200001,16.052011,1000
2026-08-10,16.32,16.170914,5500
2026-08-11,16.35,16.20064,2300
2026-08-12,16.469999,16.319542,13000
2026-08-13,16.469999,16.319542,900
2026-08-14,16.49,16.339361,2100
2026-08-17,16.540001,16.388905,2900
2026-08-18,16.41,16.260092,3000
2026-08-19,16.370001,16.220457,6500
2026-08-20,16.34,16.190731,1500
2026-08-21,16.41,16.260092,1900
2026-08-24,16.389999,16.240274,12400
2026-08-25,16.51,16.359179,400
2026-08-26,16.530001,16.378996,400
2026-08-27,16.49,16.339361,4600
2026-08-28,16.42,16.27,3700
2026-08-31,16.219999,16.219999,8100
2026-09-01,16.110001,16.110001,3100
2026-09-02,16.209999,16.209999,5500
2026-09-03,16.42,16.42,2400
2026-09-04,16.370001,16.370001,2900
2026-09-08,16.32,16.32,1400
2026-09-09,16.299999,16.299999,11700
2026-09-10,16.139999,16.139999,5800
2026-09-11,16.209999,16.209999,4553
