date,adj_close
2025-08-21,9.0252
2025-08-22,9.4707
2025-08-25,9.3939
2025-08-26,9.3939
2025-08-27,9.1788
2025-08-28,9.3324
2025-08-29,9.317
2025-09-02,9.1711
2025-09-03,9.294
2025-09-04,9.7011
2025-09-05,9.8086
2025-09-08,9.7472
2025-09-09,9.6089
2025-09-10,9.486
2025-09-11,9.7165
2025-09-12,9.5782
2025-09-15,9.8854
2025-09-16,9.7472
2025-09-17,9.8701
2025-09-18,10.1696
2025-09-19,10.2695
2025-09-22,10.5614
2025-09-23,10.0544
2025-09-24,10.016
2025-09-25,9.632
2025-09-26,9.3785
2025-09-29,10.0058
2025-09-30,9.9431
2025-10-01,10.0685
2025-10-02,10.1626
2025-10-03,10.8684
2025-10-06,11.1272
2025-10-07,10.8919
2025-10-08,11.2369
2025-10-09,11.1193
2025-10-10,10.2724
2025-10-14,10.3822
2025-10-15,10.6488
2025-10-16,10.6723
2025-10-17,10.7429
2025-10-20,11.2487
2025-10-21,11.0879
2025-10-22,11.0487
2025-10-23,11.3859
2025-10-24,11.8015
2025-10-27,11.9309
2025-10-28,12.1779
2025-10-29,12.2485
2025-10-30,11.8643
2025-10-31,11.8403
2025-11-03,11.9201
2025-11-04,11.1068
2025-11-05,11.2264
2025-11-06,10.8437
2025-11-07,10.4769
2025-11-10,10.9154
2025-11-11,10.9553
2025-11-12,10.7919
2025-11-13,10.0065
2025-11-14,9.9507
2025-11-17,9.4882
2025-11-18,9.4802
2025-11-19,9.9746
2025-11-20,9.9108
2025-11-21,10.142
2025-11-24,10.7321
2025-11-25,10.8437
2025-11-26,10.9633
2025-11-27,11.0669
2025-11-28,10.9614
2025-12-01,10.2469
2025-12-02,10.7909
2025-12-03,11.002
2025-12-04,11.1806
2025-12-05,10.9045
2025-12-08,10.7259
2025-12-09,10.9614
2025-12-10,11.4648
2025-12-11,11.1968
2025-12-12,11.0913
2025-12-15,10.9167
2025-12-16,11.0345
2025-12-17,11.205
2025-12-18,11.343
2025-12-19,11.6191
2025-12-22,11.5541
2025-12-23,11.3998
2025-12-24,11.4323
2025-12-29,11.3592
