date,adj_close
2023-01-11,14.1933
2023-01-12,14.3273
2023-01-13,14.4331
2023-01-16,14.4613
2023-01-17,14.4965
2023-01-18,14.4613
2023-01-19,14.4401
2023-01-20,14.419
2023-01-23,14.5247
2023-01-24,14.6093
2023-01-25,14.6093
2023-01-26,14.5882
2023-01-27,14.6516
2023-01-30,14.7795
2023-01-31,14.5877
2023-02-01,14.6374
2023-02-02,14.673
2023-02-03,14.7085
2023-02-06,14.6374
2023-02-07,14.6232
2023-02-08,14.6943
2023-02-09,14.5877
2023-02-10,14.5806
2023-02-13,14.6516
2023-02-14,14.7156
2023-02-15,14.7156
2023-02-16,14.6587
2023-02-17,14.5877
2023-02-21,14.4385
2023-02-22,14.3674
2023-02-23,14.3887
2023-02-24,14.4029
2023-02-27,14.4531
2023-02-28,14.3958
2023-03-01,14.4101
2023-03-02,14.4746
2023-03-03,14.6393
2023-03-06,14.5963
2023-03-07,14.4316
2023-03-08,14.4674
2023-03-09,14.3242
2023-03-10,14.1021
2023-03-13,13.9661
2023-03-14,13.9875
2023-03-15,13.83
2023-03-16,13.9446
2023-03-17,13.83
2023-03-20,13.83
2023-03-21,14.0305
2023-03-22,14.0305
2023-03-23,13.8801
2023-03-24,13.9231
2023-03-27,14.0019
2023-03-28,14.0234
2023-03-29,14.0234
2023-03-30,14.2111
2023-03-31,14.2255
2023-04-03,14.435
2023-04-04,14.4783
2023-04-05,14.4422
2023-04-06,14.4422
2023-04-10,14.4999
2023-04-11,14.6371
2023-04-12,14.6444
2023-04-13,14.7238
2023-04-14,14.731
2023-04-17,14.7382
2023-04-18,14.8032
2023-04-19,14.8249
2023-04-20,14.7888
2023-04-21,14.796
2023-04-24,14.8249
2023-04-25,14.6805
2023-04-26,14.6299
2023-04-27,14.7464
2023-04-28,14.8119
2023-05-01,14.7609
2023-05-02,14.659
2023-05-03,14.659
2023-05-04,14.5717
2023-05-05,14.7027
2023-05-08,14.7682
2023-05-09,14.7609
2023-05-10,14.7027
2023-05-11,14.7027
2023-05-12,14.659
2023-05-15,14.7173
2023-05-16,14.5717
2023-05-17,14.5062
2023-05-18,14.4989
2023-05-19,14.5644
2023-05-23,14.4552
2023-05-24,14.3024
2023-05-25,14.2005
2023-05-26,14.1859
2023-05-29,14.3388
2023-05-30,14.1773
2023-05-31,14.0453
2023-06-01,14.104
2023-06-02,14.3388
