date,adj_close
2024-05-21,16.1873
2024-06-03,15.8024
2024-06-04,15.6235
2024-06-05,15.8618
2024-06-06,15.9296
2024-06-07,15.8981
2024-06-10,15.9685
2024-06-11,15.8877
2024-06-12,16.0049
2024-06-13,16.0068
2024-06-14,16.0389
2024-06-17,16.1136
2024-06-18,16.2276
2024-06-19,16.0983
2024-06-20,16.1598
2024-06-21,16.1366
2024-06-24,16.0958
2024-06-25,16.0603
2024-06-26,16.0661
2024-06-27,16.0941
2024-06-28,16.1244
2024-07-02,16.1847
2024-07-03,16.2801
2024-07-04,16.2798
2024-07-05,16.2927
2024-07-08,16.357
2024-07-09,16.3729
2024-07-10,16.3715
2024-07-11,16.4408
2024-07-12,16.4706
2024-07-15,16.4075
2024-07-16,16.5269
2024-07-17,16.4434
2024-07-18,16.4075
2024-07-19,16.2884
2024-07-22,16.4363
2024-07-23,16.3263
2024-07-24,16.2282
2024-07-25,16.1893
2024-07-26,16.3403
2024-07-29,16.3096
2024-07-30,16.2809
2024-07-31,16.4627
2024-08-01,16.3562
2024-08-02,16.1044
2024-08-06,15.6249
2024-08-07,15.6981
2024-08-08,16.009
2024-08-09,16.089
2024-08-12,16.1646
2024-08-13,16.2596
2024-08-14,16.2031
2024-08-15,16.3846
2024-08-16,16.4569
2024-08-19,16.5474
2024-08-20,16.4311
2024-08-21,16.466
2024-08-22,16.359
2024-08-23,16.4033
2024-08-26,16.3096
2024-08-27,16.295
2024-08-28,16.2396
2024-08-29,16.253
2024-08-30,16.2719
2024-09-03,16.1393
2024-09-04,16.1026
2024-09-05,16.0949
2024-09-06,15.8991
2024-09-09,16.0383
2024-09-10,16.0546
2024-09-11,16.1024
2024-09-12,16.2521
2024-09-13,16.3238
2024-09-16,16.3819
2024-09-17,16.3887
2024-09-18,16.404
2024-09-19,16.5609
2024-09-20,16.5381
2024-09-23,16.576
2024-09-24,16.785
2024-09-25,16.715
2024-09-26,17.0776
2024-09-27,16.975
2024-09-30,16.887
2024-10-01,16.9425
2024-10-02,17.1127
2024-10-03,17.0653
2024-10-04,17.1593
2024-10-07,17.284
2024-10-08,17.0341
2024-10-09,17.1668
2024-10-10,17.2335
2024-10-11,17.2884
2024-10-15,17.0386
2024-10-16,17.1667
2024-10-17,17.1618
2024-10-18,17.2666
2024-10-21,17.2199
2024-10-22,17.2022
2024-10-23,17.118
2024-10-24,17.0985
2024-10-25,17.1442
2024-10-28,17.198
2024-10-29,17.1946
2024-10-30,17.0267
2024-10-31,16.989
2024-11-01,17.0738
2024-11-04,17.0647
2024-11-05,17.1874
2024-11-06,17.157
2024-11-07,17.3746
2024-11-08,17.083
2024-11-11,17.003
2024-11-12,16.7129
2024-11-13,16.6739
2024-11-14,16.6687
2024-11-15,16.7099
2024-11-18,16.7793
2024-11-19,16.737
2024-11-20,16.7333
2024-11-21,16.6911
2024-11-22,16.7459
2024-11-25,16.7617
2024-11-26,16.8041
2024-11-27,16.7655
2024-11-28,16.8542
2024-11-29,16.8001
2024-12-02,16.8888
2024-12-03,16.9164
2024-12-04,16.9869
2024-12-05,16.9819
2024-12-06,17.1445
2024-12-09,17.312
2024-12-10,17.166
2024-12-11,17.2179
2024-12-16,17.2599
2024-12-17,17.1935
2024-12-18,17.0337
2024-12-19,17.0517
2024-12-20,17.1014
2024-12-23,17.1859
2024-12-24,17.2507
2024-12-27,17.1827
2024-12-30,17.012
2024-12-31,16.9867
2025-01-02,16.9899
2025-01-03,17.1937
2025-01-06,17.0913
2025-01-07,17.0595
2025-01-08,16.9824
2025-01-09,16.7991
2025-01-10,16.7454
2025-01-13,16.5967
2025-01-14,16.6958
2025-01-15,16.8512
2025-01-16,16.9211
2025-01-17,16.9599
2025-01-20,16.6052
2025-01-21,17.0604
2025-01-22,17.1687
2025-01-23,17.1393
2025-01-24,17.1752
2025-01-27,17.043
2025-01-28,17.0901
2025-01-29,17.1996
2025-01-30,17.4433
2025-01-31,17.3635
2025-02-03,17.2108
2025-02-04,17.2804
2025-02-05,17.2522
2025-02-06,17.2637
2025-02-07,17.2646
2025-02-10,17.4172
2025-02-11,17.3419
2025-02-12,17.3947
2025-02-13,17.3631
2025-02-14,17.4449
2025-02-18,17.5223
2025-02-19,17.6196
2025-02-20,17.61
2025-02-21,17.546
2025-02-24,17.4461
2025-02-25,17.5358
2025-02-26,17.7136
2025-02-27,17.6393
2025-02-28,17.4398
2025-03-03,17.3536
2025-03-04,17.4632
2025-03-05,17.7325
2025-03-06,17.4852
2025-03-07,17.6312
2025-03-10,17.4047
2025-03-11,17.4585
2025-03-12,17.5587
2025-03-13,17.5737
2025-03-14,17.7505
2025-03-17,17.8141
2025-03-18,17.8642
2025-03-19,17.9615
2025-03-20,17.8012
2025-03-21,17.7268
2025-03-24,17.773
