date,close,adj_close,volume
2020-01-22,30.370001,19.693192,30100
2020-01-23,30.370001,19.693192,0
2020-01-24,30.370001,19.693192,500
2020-01-27,30.059999,19.49217,3400
2020-01-28,30.299999,19.647799,200
2020-01-29,30.379999,19.699675,100
2020-01-30,30.67,19.887716,200
2020-01-31,30.129999,19.537563,100
2020-02-03,30.629999,19.861782,100
2020-02-04,30.65,19.87475,5500
2020-02-05,30.65,19.87475,0
2020-02-06,30.65,19.87475,0
2020-02-07,30.809999,19.9785,1100
2020-02-10,30.91,20.043354,1000
2020-02-11,30.9,20.036856,900
2020-02-12,30.83,19.99147,500
2020-02-13,30.85,20.00444,500
2020-02-14,31.0,20.101715,1200
2020-02-18,30.870001,20.017416,500
2020-02-19,30.870001,20.017416,0
2020-02-20,30.92,20.049831,800
2020-02-21,30.629999,19.861782,4800
2020-02-24,30.309999,19.65428,5400
2020-02-25,29.76,19.297636,2200
2020-02-26,29.690001,19.349777,4800
2020-02-27,29.309999,19.102116,900
2020-02-28,28.43,18.528599,3800
2020-03-02,28.75,18.737152,2100
2020-03-03,28.969999,18.880535,5500
2020-03-04,29.58,19.278088,400
2020-03-05,29.0,18.900085,2800
2020-03-06,28.540001,18.600298,5200
2020-03-09,28.200001,18.378702,4100
2020-03-10,29.0,18.900085,6900
2020-03-11,28.59,18.632872,700
2020-03-12,27.299999,17.792149,11100
2020-03-13,27.5,17.922493,500
2020-03-16,26.42,17.218632,5500
2020-03-17,26.42,17.218632,0
2020-03-18,27.52,17.935526,500
2020-03-19,28.75,18.737152,500
2020-03-20,28.75,18.737152,0
2020-03-23,26.25,17.107836,4700
2020-03-24,27.719999,18.065874,1600
2020-03-25,27.860001,18.157112,11000
2020-03-26,28.35,18.476463,11100
2020-03-27,27.9,18.279903,11600
2020-03-30,28.93,18.954754,4900
2020-03-31,28.58,18.725435,3400
2020-04-01,27.9,18.279903,7500
2020-04-02,28.280001,18.528875,1200
2020-04-03,27.91,18.286455,1100
2020-04-06,29.219999,19.144762,600
2020-04-07,29.290001,19.190617,2800
2020-04-08,29.690001,19.4527,4700
2020-04-09,29.75,19.49201,4900
2020-04-13,29.280001,19.184072,7600
2020-04-14,29.9,19.590294,10500
2020-04-15,30.030001,19.675467,2200
2020-04-16,30.139999,19.747547,4600
2020-04-17,30.4,19.917891,3600
2020-04-20,30.360001,19.89168,3600
2020-04-21,29.9,19.590294,3100
2020-04-22,30.17,19.767193,17400
2020-04-23,30.059999,19.695124,2700
2020-04-24,30.379999,19.904791,1100
2020-04-27,30.57,20.029274,8300
2020-04-28,30.24,19.910755,2300
2020-04-29,30.24,19.910755,0
2020-04-30,30.24,19.910755,5800
2020-05-01,30.18,19.871252,10500
2020-05-04,30.15,19.851494,1600
2020-05-05,30.4,20.0161,1600
2020-05-06,30.549999,20.114874,1200
2020-05-07,30.200001,19.884422,2500
2020-05-08,30.440001,20.042439,2600
2020-05-11,30.799999,20.27948,18800
2020-05-12,30.5,20.081947,6600
2020-05-13,30.110001,19.825155,5000
2020-05-14,30.309999,19.956839,7600
2020-05-15,30.6,20.147789,11300
2020-05-19,30.67,20.193876,19500
2020-05-20,30.780001,20.266302,9500
2020-05-21,30.82,20.292643,9100
2020-05-22,30.940001,20.371651,12100
2020-05-25,31.360001,20.648195,17300
2020-05-26,30.799999,20.27948,30300
2020-05-27,30.610001,20.253006,5100
2020-05-28,30.76,20.352249,4200
2020-05-29,30.83,20.398565,11300
2020-06-01,30.35,20.080976,20400
2020-06-02,30.309999,20.054508,15400
2020-06-03,30.48,20.166983,9700
2020-06-04,30.379999,20.100826,10300
2020-06-05,30.48,20.166983,12600
2020-06-08,30.4,20.114065,12900
2020-06-09,30.440001,20.14053,29700
2020-06-10,30.389999,20.107447,9500
2020-06-11,30.049999,19.882492,20100
2020-06-12,30.040001,19.875866,16700
2020-06-15,30.16,19.955263,7800
2020-06-16,30.41,20.120678,27200
2020-06-17,30.450001,20.147144,15100
2020-06-18,30.51,20.186836,16600
2020-06-19,30.540001,20.206694,18500
2020-06-22,30.379999,20.100826,14000
2020-06-23,30.549999,20.213316,3800
2020-06-24,30.4,20.114065,6000
2020-06-25,30.49,20.173609,16800
2020-06-26,30.17,20.060572,8500
2020-06-29,30.370001,20.193554,9200
2020-06-30,30.42,20.226795,15700
2020-07-02,30.65,20.37974,18900
2020-07-03,30.6,20.346487,700
2020-07-06,30.59,20.339832,24900
2020-07-07,30.74,20.439573,3800
2020-07-08,30.549999,20.31324,12600
2020-07-09,30.68,20.399681,10700
2020-07-10,30.799999,20.479477,9200
2020-07-13,30.77,20.45952,61000
2020-07-14,30.870001,20.526011,4700
2020-07-15,30.780001,20.466173,13800
2020-07-16,30.889999,20.539314,16300
2020-07-17,31.01,20.619102,13600
2020-07-20,31.030001,20.632402,22900
2020-07-21,30.82,20.492771,14100
2020-07-22,30.82,20.492771,16800
2020-07-23,30.66,20.386389,12300
2020-07-24,30.559999,20.319889,8700
2020-07-27,30.540001,20.306587,25500
2020-07-28,30.51,20.286642,39200
2020-07-29,30.35,20.279964,22900
2020-07-30,30.540001,20.406918,16700
2020-07-31,30.42,20.326731,19900
2020-08-04,30.450001,20.346777,19600
2020-08-05,30.389999,20.306694,9100
2020-08-06,30.51,20.386871,5800
2020-08-07,30.709999,20.520517,14400
2020-08-10,30.68,20.500469,16500
2020-08-11,30.549999,20.413605,15300
2020-08-12,30.559999,20.420286,10200
2020-08-13,30.48,20.366823,10000
2020-08-14,30.559999,20.420286,8000
2020-08-17,30.51,20.386871,5400
2020-08-18,30.43,20.333426,21400
2020-08-19,30.5,20.380198,10800
2020-08-20,30.440001,20.340103,13400
2020-08-21,30.52,20.39356,9200
2020-08-24,30.719999,20.527193,21000
2020-08-25,30.67,20.493797,13400
2020-08-26,30.65,20.480431,7700
2020-08-27,30.48,20.46699,2400
