date,adj_close
2025-07-14,20.0067
2025-07-15,19.8879
2025-07-16,19.9081
2025-07-17,20.0448
2025-07-18,20.0054
2025-07-21,20.0097
2025-07-22,20.1658
2025-07-23,20.1801
2025-07-24,20.2066
2025-07-25,20.3134
2025-07-28,20.1875
2025-07-29,20.3258
2025-07-30,20.2134
2025-07-31,20.1472
2025-08-01,19.9363
2025-08-05,20.3098
2025-08-06,20.3316
2025-08-07,20.2389
2025-08-08,20.262
2025-08-11,20.3441
2025-08-12,20.4019
2025-08-13,20.4905
2025-08-14,20.5236
2025-08-15,20.5324
2025-08-18,20.5216
2025-08-19,20.5588
2025-08-20,20.6551
2025-08-21,20.743
2025-08-22,20.7751
2025-08-25,20.7723
2025-08-26,20.7726
2025-08-27,20.8056
2025-08-28,20.7355
2025-08-29,20.8461
2025-09-02,20.8768
2025-09-03,21.0072
2025-09-04,21.1174
2025-09-05,21.2029
2025-09-08,21.1614
2025-09-09,21.2005
2025-09-10,21.2732
2025-09-11,21.4545
2025-09-12,21.3804
2025-09-15,21.391
2025-09-16,21.275
2025-09-17,21.3197
2025-09-18,21.3814
2025-09-19,21.6492
2025-09-22,21.6015
2025-09-23,21.5963
2025-09-24,21.6167
2025-09-25,21.6424
2025-09-29,21.6995
2025-09-30,21.813
2025-10-01,21.8479
2025-10-02,21.8803
2025-10-03,22.0299
2025-10-06,22.0568
2025-10-07,21.9441
2025-10-08,21.8968
2025-10-09,21.7531
2025-10-10,21.6036
2025-10-14,21.9089
2025-10-15,22.0935
2025-10-16,21.9381
2025-10-17,21.7574
2025-10-20,21.8817
2025-10-21,21.57
2025-10-22,21.6215
2025-10-23,21.6833
2025-10-27,21.6855
2025-10-28,21.6465
2025-10-29,21.4092
2025-10-30,21.4973
2025-10-31,21.5382
2025-11-03,21.6172
2025-11-04,21.4884
2025-11-05,21.6898
2025-11-06,21.6109
2025-11-07,21.6791
2025-11-10,21.8986
2025-11-11,21.976
2025-11-12,22.2991
2025-11-13,22.0873
2025-11-14,22.0761
2025-11-17,21.9482
2025-11-18,21.7572
2025-11-19,21.8789
2025-11-20,21.6892
2025-11-21,21.9339
2025-11-24,22.0032
2025-11-25,22.2735
2025-11-26,22.422
2025-11-27,22.4134
2025-11-28,22.5224
2025-12-01,22.4081
2025-12-02,22.3366
2025-12-03,22.3645
2025-12-04,22.5751
2025-12-05,22.4775
2025-12-08,22.3205
2025-12-09,22.3195
2025-12-10,22.4086
2025-12-11,22.5747
2025-12-12,22.5614
2025-12-15,22.5995
2025-12-16,22.4402
2025-12-17,22.4131
2025-12-18,22.5555
2025-12-19,22.7103
2025-12-22,22.8037
2025-12-23,22.8021
2025-12-24,22.7838
2025-12-29,22.7551
2025-12-30,22.7761
2025-12-31,22.6965
2026-01-02,22.8415
2026-01-05,22.9014
2026-01-06,22.9892
2026-01-07,22.7979
2026-01-08,23.0826
2026-01-09,23.27
2026-01-12,23.2903
2026-01-13,23.2819
2026-01-14,23.4996
2026-01-15,23.6839
2026-01-16,23.7135
2026-01-19,23.7269
2026-01-20,23.4389
2026-01-21,23.6103
2026-01-22,23.7951
2026-01-23,23.7754
2026-01-26,23.7649
2026-01-27,23.6057
2026-01-28,23.5953
2026-01-29,23.5772
2026-01-30,23.1351
2026-02-02,23.3745
2026-02-03,23.5971
2026-02-04,23.9992
2026-02-05,23.6948
2026-02-06,23.9468
2026-02-09,24.1517
2026-02-10,24.3192
2026-02-11,24.4102
2026-02-12,23.8786
2026-02-13,24.2117
2026-02-17,24.2379
2026-02-18,24.5271
2026-02-19,24.5943
2026-02-20,24.7311
2026-02-23,24.7757
2026-02-24,24.8402
2026-02-25,24.8987
2026-02-26,25.1643
2026-02-27,25.1246
2026-03-02,25.2244
2026-03-03,24.752
2026-03-04,24.8034
2026-03-05,24.6567
2026-03-06,24.2998
2026-03-09,24.2898
2026-03-10,24.3201
2026-03-11,24.2839
2026-03-12,24.1883
2026-03-13,24.1802
2026-03-16,24.3985
2026-03-17,24.4351
2026-03-18,23.9513
2026-03-19,23.5948
2026-03-20,23.2074
2026-03-23,23.5911
2026-03-24,23.6924
2026-03-25,23.9318
2026-03-26,23.6356
2026-03-27,23.6007
2026-03-30,23.7231
2026-03-31,24.1749
2026-04-01,24.3181
2026-04-02,24.4549
2026-04-06,24.5365
2026-04-07,24.6044
2026-04-08,24.9202
2026-04-09,24.8031
2026-04-10,24.9334
2026-04-13,24.9457
2026-04-14,25.0462
2026-04-15,25.0624
2026-04-16,24.9603
2026-04-17,25.1423
2026-04-20,25.0504
2026-04-21,24.8453
2026-04-22,24.8203
2026-04-23,25.1162
2026-04-24,25.0686
2026-04-27,24.9114
2026-04-28,24.8993
2026-04-29,24.6941
2026-04-30,25.1065
2026-05-01,25.0509
2026-05-04,24.8479
2026-05-05,25.0687
2026-05-06,25.1995
2026-05-07,24.9319
2026-05-08,25.1418
2026-05-11,25.179
2026-05-12,25.3309
2026-05-13,25.1842
2026-05-14,25.378
2026-05-15,25.1411
2026-05-19,25.2095
2026-05-20,25.5394
2026-05-21,25.7007
2026-05-22,25.802
2026-05-25,26.02
2026-05-26,25.8622
2026-05-27,25.7685
2026-05-28,25.6612
2026-05-29,25.7291
2026-06-01,25.5858
2026-06-02,25.8785
2026-06-03,25.7747
2026-06-04,26.0843
2026-06-05,25.8526
2026-06-08,25.8275
2026-06-09,25.9025
2026-06-10,25.808
2026-06-11,26.1665
2026-06-12,26.404
2026-06-15,26.6075
2026-06-16,26.7656
2026-06-17,26.6591
2026-06-18,26.668
2026-06-19,26.6088
2026-06-22,26.6466
2026-06-23,26.8194
2026-06-24,26.9008
2026-06-25,27.0374
2026-06-26,27.0486
2026-06-29,26.9887
2026-06-30,27.0181
2026-07-02,27.0265
2026-07-03,27.1941
2026-07-06,27.1551
2026-07-07,27.3126
2026-07-08,27.0718
2026-07-09,27.1647
2026-07-10,27.2507
2026-07-13,27.2615
2026-07-14,27.2349
2026-07-15,27.3854
2026-07-16,27.4857
2026-07-17,27.3713
2026-07-20,27.0868
2026-07-21,27.2775
2026-07-22,27.3528
2026-07-23,27.1671
2026-07-24,27.405
2026-07-27,27.5517
2026-07-28,27.7803
2026-07-29,27.3534
2026-07-30,27.3465
2026-07-31,27.1634
2026-08-04,27.4404
2026-08-05,27.3338
2026-08-06,27.3571
2026-08-07,27.4448
2026-08-10,27.4186
2026-08-11,27.3826
2026-08-12,27.5111
2026-08-13,27.5634
2026-08-14,27.5833
2026-08-17,27.4977
2026-08-18,27.385
2026-08-19,27.4893
2026-08-20,27.4505
2026-08-21,27.6603
